winrate,opening_kills,multikills,5v4,4v5,trades,grenades_damage,flash_assists
45.3,50.2,0.75,63.7,26.8,19.0,26.5,0.22
46.7,51.9,0.74,71.6,20.0,20.1,13.1,0.19
45.7,47.1,0.8,70.7,23.3,18.7,15.5,0.14
46.2,47.0,0.8,72.1,23.3,19.7,24.2,0.31
47.8,51.3,0.75,71.3,23.0,18.1,19.1,0.2
46.4,44.8,0.78,69.7,27.5,19.2,18.4,0.16
46.2,43.1,0.8,75.1,24.0,20.7,18.6,0.2
45.1,47.6,0.75,71.1,21.4,18.0,20.1,0.28
46.7,43.1,0.77,73.2,26.5,20.3,19.8,0.11
44.0,42.1,0.77,69.1,25.9,15.7,18.2,0.23
41.4,43.3,0.73,67.4,21.6,19.4,21.8,0.18
62.4,57.4,0.91,83.2,34.6,24.4,20.7,0.24
60.3,56.9,0.93,79.8,34.6,20.9,29.1,0.25
59.6,54.0,0.92,77.4,38.7,22.1,19.2,0.26
56.9,57.5,0.92,77.3,29.1,20.8,21.3,0.24
58.6,54.6,0.9,78.6,34.6,23.4,18.0,0.18
58.4,54.7,0.88,78.4,34.1,22.1,20.8,0.28
57.4,54.5,0.89,76.4,34.7,22.9,20.1,0.21
54.5,53.7,0.85,78.0,27.4,25.0,19.2,0.2
55.7,53.4,0.83,77.0,31.4,20.5,23.4,0.24
55.4,52.9,0.85,72.9,35.6,23.4,20.0,0.23
51.6,53.5,0.87,70.9,29.2,20.0,21.2,0.27
55.3,51.4,0.84,76.9,32.5,20.3,22.8,0.26
54.0,53.8,0.86,74.6,30.0,22.1,15.8,0.25
52.2,53.4,0.85,71.7,29.9,21.9,20.8,0.31
54.9,52.6,0.86,72.5,35.3,21.0,22.5,0.26
52.7,50.7,0.84,74.4,30.5,20.0,18.4,0.26
53.6,47.4,0.83,76.5,33.0,20.9,26.2,0.25
53.2,53.6,0.82,72.4,30.8,20.1,19.4,0.35
53.6,52.3,0.83,73.5,32.0,20.5,24.3,0.26
51.6,48.5,0.85,73.7,30.7,20.5,20.1,0.26
53.3,53.1,0.83,73.8,30.2,18.6,21.3,0.17
51.7,52.4,0.83,72.9,28.6,17.5,22.0,0.16
50.7,49.1,0.81,73.2,28.9,18.9,22.8,0.28
49.8,51.8,0.83,71.3,26.6,21.2,16.9,0.25
49.8,51.6,0.83,71.0,27.0,19.9,21.7,0.2
50.7,49.0,0.82,75.6,26.6,19.8,19.1,0.22
51.3,46.1,0.83,74.3,31.7,21.4,21.1,0.33
49.8,50.9,0.82,72.0,26.7,22.1,19.0,0.26
50.6,48.7,0.8,74.3,28.0,21.4,21.6,0.16
51.7,46.3,0.82,73.5,33.0,22.3,21.6,0.23
50.1,55.1,0.87,71.4,24.0,19.9,18.2,0.23
51.4,46.3,0.79,74.0,31.7,18.5,18.8,0.2
49.7,49.0,0.78,70.6,29.5,19.0,15.9,0.17
48.3,51.4,0.79,70.9,24.5,18.5,18.6,0.25
50.1,46.4,0.83,76.0,27.6,18.4,19.0,0.23
47.9,53.5,0.79,68.6,24.2,19.7,18.1,0.21
46.7,51.5,0.83,67.5,24.7,20.8,17.9,0.26
50.3,45.9,0.82,73.6,30.5,20.3,22.8,0.23
49.9,49.8,0.84,70.1,30.0,19.3,26.1,0.19
51.0,50.2,0.79,69.7,32.3,19.8,16.7,0.17
49.6,52.4,0.79,71.2,25.8,20.7,22.8,0.26
48.4,51.7,0.77,68.9,26.6,20.0,17.3,0.16
49.5,47.0,0.79,72.5,29.0,18.7,16.5,0.2
48.7,53.9,0.77,69.8,24.3,19.5,22.0,0.22
49.6,50.8,0.78,72.6,26.0,19.4,15.1,0.25
49.8,50.3,0.8,76.3,23.0,19.5,17.3,0.29
46.9,49.1,0.81,69.6,24.9,20.4,20.4,0.3
45.9,50.1,0.79,68.7,23.0,17.8,17.5,0.2
46.6,49.0,0.76,71.4,22.7,18.5,15.3,0.19
43.9,45.3,0.79,67.1,24.6,19.4,18.6,0.18
45.3,47.3,0.73,71.4,21.9,19.3,17.7,0.14
44.2,48.8,0.75,66.0,23.2,16.0,14.7,0.23
45.8,48.2,0.77,71.0,22.3,18.5,16.3,0.19
60.9,56.6,0.91,76.8,40.1,22.6,24.5,0.3
59.7,58.1,0.93,78.7,32.9,25.2,24.7,0.24
56.4,52.7,0.93,76.9,33.5,21.5,24.5,0.23
56.1,51.7,0.91,75.9,34.8,21.6,17.7,0.16
57.6,53.3,0.91,79.0,33.1,21.2,19.5,0.21
55.6,53.5,0.9,77.4,30.4,21.5,18.6,0.17
56.0,52.9,0.85,77.6,31.9,20.5,30.7,0.3
51.5,50.6,0.84,70.4,32.1,19.5,24.6,0.21
53.6,52.1,0.79,76.6,28.6,20.8,22.4,0.23
52.9,52.6,0.85,75.4,28.0,19.2,19.5,0.23
52.9,50.1,0.83,77.1,28.5,20.8,20.1,0.21
52.8,49.4,0.89,74.7,31.1,23.0,21.6,0.29
55.1,49.8,0.83,74.3,35.7,20.4,22.9,0.27
55.0,49.2,0.8,77.1,33.4,21.7,25.1,0.26
53.7,52.1,0.86,75.4,30.0,21.1,23.9,0.21
52.6,49.1,0.8,73.2,32.6,19.9,21.0,0.23
53.9,51.5,0.84,73.8,32.7,20.9,24.0,0.22
52.8,53.1,0.84,73.7,28.9,21.1,22.7,0.2
51.5,52.5,0.84,72.5,28.3,18.1,25.2,0.14
51.1,51.6,0.79,74.9,25.8,22.0,18.5,0.23
51.2,50.6,0.82,72.3,29.8,20.9,18.9,0.2
53.0,47.2,0.85,78.8,29.4,21.4,21.7,0.28
51.9,55.6,0.84,72.7,25.7,20.1,19.6,0.16
53.0,50.9,0.85,77.1,27.8,18.8,19.3,0.33
52.0,47.9,0.84,75.4,30.4,20.5,21.5,0.27
50.8,45.9,0.79,74.7,30.5,22.6,19.4,0.22
52.5,50.5,0.8,75.4,29.1,22.3,20.2,0.2
50.7,51.1,0.82,69.6,31.0,19.8,20.0,0.25
49.0,50.5,0.82,71.0,26.7,17.7,17.5,0.19
50.8,50.8,0.84,70.2,30.7,19.0,16.3,0.28
48.4,47.6,0.8,72.4,26.5,19.8,25.1,0.21
47.8,52.7,0.79,68.7,24.2,17.7,19.2,0.22
49.3,45.7,0.81,75.2,27.5,19.7,22.4,0.16
50.6,50.7,0.79,73.5,27.2,21.5,23.8,0.27
48.3,48.5,0.81,69.1,28.6,20.4,23.6,0.27
47.9,48.3,0.77,69.0,27.9,20.7,21.5,0.24
48.8,48.5,0.83,70.7,28.2,20.9,21.6,0.19
47.1,48.4,0.81,71.9,23.9,21.1,16.7,0.19
49.6,54.1,0.78,70.7,24.5,21.1,22.3,0.22
50.0,53.3,0.77,69.6,27.6,19.5,22.5,0.25
47.1,49.9,0.8,65.1,29.2,19.3,19.3,0.27
47.4,52.1,0.74,69.3,23.7,18.6,21.5,0.26
47.9,53.3,0.78,65.6,27.9,21.4,24.6,0.21
48.8,49.2,0.79,70.1,28.2,18.2,18.0,0.17
46.9,48.3,0.77,75.3,20.5,18.6,23.7,0.19
48.4,45.2,0.71,69.0,31.2,17.7,17.6,0.17
46.3,44.1,0.76,77.2,22.0,22.4,18.3,0.16
45.3,48.3,0.77,70.9,21.1,18.6,15.6,0.16
46.8,45.1,0.77,71.0,26.7,20.5,23.4,0.23
43.1,47.8,0.7,66.9,21.3,16.6,18.1,0.26
44.9,43.2,0.74,70.5,25.5,21.6,20.5,0.25
42.6,41.9,0.76,66.9,25.1,16.5,21.3,0.27
39.1,45.3,0.69,59.0,22.6,17.1,11.9,0.2
59.4,56.4,0.9,75.9,38.2,22.0,28.8,0.23
57.3,57.1,0.94,73.6,35.5,24.4,24.4,0.32
57.3,52.9,0.92,77.9,34.0,20.7,24.4,0.28
55.4,52.5,0.88,71.9,37.3,22.7,19.7,0.25
54.2,52.4,0.83,75.7,30.8,22.4,18.0,0.22
56.1,56.4,0.85,75.8,30.7,21.9,27.0,0.29
55.3,52.7,0.84,75.5,32.8,20.8,24.7,0.26
53.1,51.2,0.83,74.3,30.8,20.4,19.5,0.17
53.0,52.8,0.83,75.9,27.3,19.0,23.5,0.26
53.7,54.0,0.8,72.5,31.8,22.3,18.9,0.27
50.9,52.1,0.83,72.3,27.7,19.4,17.7,0.23
50.9,47.5,0.83,74.1,30.1,20.3,25.4,0.23
50.8,48.2,0.83,71.0,31.8,20.9,18.6,0.36
52.2,56.6,0.8,71.1,27.3,20.7,16.5,0.19
52.9,52.0,0.82,75.4,28.6,19.5,23.5,0.21
50.9,48.9,0.83,73.5,29.3,21.0,23.8,0.23
51.0,50.9,0.83,72.7,28.6,20.9,24.2,0.19
52.4,48.0,0.84,75.0,31.4,19.1,18.0,0.23
51.0,48.7,0.84,72.2,31.0,19.3,15.6,0.23
50.8,49.7,0.81,75.9,26.1,17.7,18.7,0.24
47.6,54.3,0.78,65.9,25.9,21.8,24.5,0.3
49.3,51.7,0.8,70.3,27.0,21.0,17.3,0.22
48.9,50.4,0.8,70.5,26.8,19.4,19.0,0.31
48.9,48.4,0.81,73.9,25.3,19.8,14.9,0.19
48.0,50.9,0.76,72.8,22.3,17.5,16.5,0.18
48.9,51.5,0.82,68.9,27.7,17.8,16.9,0.21
48.5,48.5,0.76,74.2,24.3,19.3,23.6,0.21
46.6,45.6,0.75,67.8,28.8,20.9,19.0,0.26
40.3,45.8,0.78,66.2,18.4,19.7,17.4,0.18
41.6,44.3,0.69,64.7,23.3,17.8,14.2,0.21
43.7,44.0,0.75,72.1,21.4,16.6,16.1,0.18
58.3,56.8,0.96,77.1,33.6,22.6,19.3,0.24
58.4,52.3,0.92,80.0,34.8,23.3,22.8,0.37
57.5,55.5,0.91,77.5,32.6,20.7,22.2,0.17
57.4,56.3,0.89,77.9,30.8,22.6,18.2,0.22
58.3,57.7,0.9,78.2,31.4,23.0,20.5,0.28
56.7,52.9,0.89,75.4,35.8,19.8,26.7,0.3
57.0,52.0,0.86,77.4,35.1,20.1,19.1,0.31
56.3,54.6,0.9,77.1,31.5,19.0,22.4,0.27
55.6,52.4,0.84,74.7,34.5,20.1,26.8,0.25
53.9,52.2,0.88,76.6,29.1,18.8,22.5,0.3
55.4,50.5,0.89,78.5,31.8,21.2,20.6,0.25
55.8,55.0,0.87,76.9,29.8,21.0,22.1,0.22
53.5,49.8,0.9,75.5,31.6,20.1,16.8,0.21
54.0,54.4,0.88,75.9,28.0,21.2,26.2,0.26
50.7,52.8,0.89,73.5,25.0,20.5,14.5,0.16
53.4,51.9,0.87,72.3,33.0,19.5,21.1,0.35
53.8,56.3,0.84,73.2,28.7,18.5,24.5,0.21
54.7,51.1,0.84,78.4,29.7,21.2,22.3,0.26
52.6,47.0,0.87,74.0,33.5,20.8,13.7,0.23
52.0,51.3,0.81,73.4,29.4,20.4,22.4,0.2
53.0,50.9,0.87,74.2,31.1,20.7,26.4,0.31
52.6,50.8,0.85,73.9,30.6,19.3,21.9,0.23
53.2,52.3,0.8,74.6,29.5,20.2,27.1,0.21
50.0,52.3,0.84,69.9,28.3,20.4,15.8,0.19
52.3,49.2,0.82,74.1,31.2,21.3,20.4,0.22
51.6,48.9,0.86,75.9,28.3,19.6,24.3,0.3
50.0,52.4,0.79,68.6,29.4,21.0,19.0,0.23
51.5,47.3,0.81,75.0,30.5,19.8,27.5,0.22
49.1,49.0,0.79,71.2,27.9,19.7,21.5,0.24
50.1,51.7,0.83,70.9,27.9,20.3,20.6,0.2
48.8,51.4,0.79,69.7,26.6,20.4,17.4,0.2
46.5,48.7,0.76,69.3,25.1,19.2,23.1,0.22
49.0,49.9,0.78,71.6,26.6,19.9,20.1,0.21
48.2,50.8,0.79,67.6,28.2,20.4,20.6,0.2
48.8,52.8,0.78,69.8,25.2,20.7,15.0,0.21
47.3,49.3,0.76,67.4,27.8,18.8,20.8,0.21
48.5,50.9,0.79,70.9,25.3,20.2,17.5,0.27
48.3,47.3,0.79,70.3,28.3,19.3,19.0,0.19
46.9,46.2,0.82,73.3,24.2,19.7,16.9,0.26
47.5,48.4,0.76,68.8,27.5,20.3,17.0,0.21
48.3,49.7,0.77,71.9,25.1,18.1,21.8,0.16
48.3,52.2,0.77,70.8,23.7,16.9,22.6,0.26
49.1,45.9,0.78,74.3,27.7,19.1,15.1,0.23
44.6,47.2,0.76,71.6,20.7,17.2,21.1,0.17
46.5,50.2,0.77,68.6,24.2,16.4,21.3,0.22
46.5,45.0,0.78,71.7,25.7,17.7,14.7,0.11
46.6,48.2,0.73,73.4,21.6,19.7,12.1,0.23
59.2,54.5,0.91,78.4,36.1,18.9,29.8,0.24
60.2,53.8,0.97,80.1,37.2,25.1,13.1,0.35
58.1,56.9,0.87,76.9,33.3,21.7,23.4,0.23
58.3,54.4,0.86,79.5,32.8,21.3,27.0,0.32
54.5,52.6,0.91,70.8,36.5,19.8,18.8,0.18
56.3,57.4,0.88,76.0,29.7,20.8,19.7,0.2
55.9,53.9,0.89,77.8,30.3,19.9,23.5,0.26
55.7,54.7,0.89,74.7,32.9,22.9,19.5,0.29
52.9,51.4,0.88,74.0,30.7,22.4,20.9,0.28
57.5,53.6,0.85,79.1,32.6,21.0,28.3,0.2
54.5,50.0,0.89,73.6,35.5,24.0,16.3,0.18
55.0,57.0,0.83,73.6,30.4,20.3,17.5,0.24
55.3,50.6,0.84,75.4,34.8,19.4,29.6,0.19
52.8,49.9,0.87,73.6,32.3,18.9,22.5,0.23
53.9,50.3,0.84,75.2,32.5,23.4,19.9,0.31
53.5,52.1,0.85,74.8,30.0,20.3,16.2,0.17
52.6,50.4,0.82,72.4,32.5,19.6,21.8,0.24
53.2,51.2,0.85,73.6,31.8,20.5,28.6,0.27
53.6,54.9,0.85,71.8,31.4,20.4,24.6,0.26
54.3,47.9,0.89,77.0,33.2,21.3,20.9,0.24
51.9,50.4,0.89,75.1,28.2,20.8,30.0,0.26
51.7,50.0,0.87,72.6,30.8,17.2,20.7,0.14
52.9,51.7,0.8,72.9,31.5,18.8,20.2,0.22
50.5,52.0,0.82,70.7,28.6,18.6,24.9,0.31
52.8,54.7,0.84,70.9,30.9,17.9,22.1,0.26
55.0,52.5,0.85,76.1,31.8,18.4,28.1,0.25
50.9,49.2,0.81,73.3,29.4,19.1,20.3,0.25
49.7,50.7,0.88,68.6,30.4,20.7,22.7,0.16
53.1,53.7,0.81,71.8,31.2,19.8,21.6,0.21
52.3,49.7,0.85,75.8,29.1,19.6,19.4,0.24
51.2,51.1,0.79,71.1,30.3,19.5,12.3,0.19
51.9,49.3,0.83,73.2,31.3,20.5,25.5,0.22
55.5,52.2,0.75,74.7,34.4,18.7,23.1,0.17
52.3,52.2,0.85,73.5,28.9,20.7,22.1,0.23
52.9,54.6,0.76,73.4,28.4,20.8,19.5,0.28
48.0,50.5,0.82,69.2,26.6,18.6,27.0,0.18
51.2,51.5,0.76,71.1,30.1,19.5,20.8,0.22
49.1,50.6,0.85,68.9,28.8,19.8,25.2,0.28
50.6,48.4,0.79,73.6,29.2,19.6,22.9,0.21
51.9,50.1,0.82,72.2,31.6,19.6,24.2,0.15
53.1,50.3,0.81,75.2,30.5,22.9,24.0,0.35
48.9,48.6,0.8,70.4,28.4,19.6,18.5,0.21
51.2,50.7,0.78,71.9,30.0,18.9,19.1,0.25
49.6,44.7,0.8,72.6,30.8,19.8,22.4,0.25
50.8,50.1,0.78,73.6,27.9,19.3,21.8,0.28
48.6,47.6,0.8,71.8,27.7,18.9,21.3,0.25
48.6,46.4,0.8,68.3,31.8,22.9,16.5,0.39
48.3,53.7,0.81,66.5,27.0,17.8,24.9,0.21
50.3,49.2,0.81,71.6,29.7,17.3,17.2,0.21
49.2,48.4,0.77,72.1,27.8,19.4,20.0,0.28
48.8,48.1,0.8,74.1,25.4,17.7,21.0,0.16
47.7,51.2,0.78,66.3,28.0,19.4,23.4,0.3
48.1,51.1,0.74,72.5,22.5,20.0,21.4,0.18
46.3,47.9,0.74,70.0,24.2,19.0,22.6,0.22
44.3,44.7,0.72,68.9,24.3,17.7,19.4,0.26
44.1,45.6,0.7,71.8,21.0,16.5,21.6,0.26
43.3,43.8,0.73,71.1,21.6,18.7,19.7,0.21
38.1,44.9,0.76,62.3,18.5,19.4,14.9,0.2
65.0,57.5,0.97,84.1,39.1,22.8,33.9,0.25
62.6,55.4,0.93,81.3,39.3,21.9,30.3,0.19
57.5,53.5,0.9,76.9,35.3,23.0,19.5,0.3
55.2,54.6,0.89,79.5,26.1,21.7,21.9,0.23
55.7,52.6,0.88,77.0,32.3,22.5,19.9,0.24
54.9,56.6,0.84,77.0,26.3,19.8,22.0,0.19
55.9,52.6,0.86,77.4,32.2,23.1,24.0,0.29
53.2,52.5,0.85,73.9,30.3,19.6,19.8,0.25
54.0,52.7,0.87,75.7,29.6,20.1,15.8,0.17
55.4,53.9,0.82,74.8,32.7,21.5,22.6,0.23
53.8,53.2,0.87,75.7,28.5,20.5,27.5,0.26
52.8,52.0,0.85,74.1,29.7,18.6,23.5,0.15
52.3,54.6,0.86,71.9,28.9,20.2,18.8,0.29
53.1,48.7,0.86,76.0,31.2,20.6,14.9,0.2
52.5,51.5,0.84,74.2,29.4,20.0,23.7,0.31
53.4,52.7,0.84,74.8,29.4,21.8,16.7,0.25
53.2,50.9,0.87,76.1,29.6,22.2,15.7,0.25
53.7,50.9,0.85,77.9,28.6,23.8,18.3,0.28
55.0,51.5,0.81,78.3,30.6,22.7,14.1,0.28
52.2,52.6,0.86,71.9,30.4,22.7,18.6,0.27
56.6,53.5,0.81,80.2,29.5,20.4,25.1,0.25
51.7,50.8,0.81,72.3,30.7,20.9,19.0,0.21
52.6,52.1,0.82,73.1,30.5,19.4,21.4,0.21
53.9,50.3,0.84,77.5,30.1,19.0,16.2,0.18
49.1,51.7,0.84,69.4,27.6,21.9,24.5,0.18
51.4,50.7,0.83,75.5,26.6,21.2,17.9,0.18
51.2,50.8,0.84,75.1,26.3,23.0,19.1,0.35
53.1,50.2,0.82,75.6,30.5,19.1,19.7,0.19
51.3,51.2,0.83,76.0,25.3,19.0,24.4,0.23
54.2,48.6,0.81,75.4,34.4,18.5,21.0,0.28
48.5,49.7,0.83,69.1,28.3,17.8,17.2,0.15
51.3,51.2,0.81,74.1,27.3,21.0,20.0,0.25
51.7,50.0,0.82,72.1,31.3,19.2,18.9,0.26
50.2,50.1,0.81,74.9,25.4,20.5,19.3,0.18
50.5,49.2,0.89,73.5,28.2,19.9,15.9,0.16
50.9,51.3,0.79,72.5,28.0,19.9,22.0,0.22
52.0,50.2,0.82,70.0,34.0,20.3,16.6,0.22
49.3,48.9,0.79,72.0,27.4,18.4,20.9,0.19
49.6,50.8,0.79,72.6,25.9,20.9,19.2,0.27
50.3,47.9,0.8,74.8,27.9,18.8,11.1,0.18
49.8,50.5,0.79,70.6,28.5,19.6,23.4,0.18
51.0,51.5,0.79,70.7,30.0,20.7,17.9,0.22
50.3,49.3,0.79,74.0,27.3,18.4,19.1,0.24
50.9,49.1,0.78,72.8,29.8,18.2,22.0,0.28
48.9,50.1,0.75,69.0,28.7,21.5,21.4,0.28
50.4,49.1,0.75,74.8,26.8,20.5,25.4,0.23
50.4,47.0,0.83,73.8,29.6,20.2,21.7,0.3
48.7,48.1,0.83,73.3,25.8,19.2,17.0,0.23
49.5,50.8,0.77,71.7,26.8,18.0,13.6,0.17
49.1,51.1,0.75,68.0,29.1,19.4,20.9,0.2
47.1,50.7,0.76,68.5,25.1,18.5,25.5,0.18
48.3,49.3,0.77,70.3,26.9,19.6,22.2,0.16
49.3,46.5,0.78,71.4,30.2,20.1,17.7,0.28
49.9,48.7,0.74,74.9,25.9,19.5,22.6,0.19
46.4,47.9,0.74,67.8,26.5,16.5,17.6,0.27
46.3,50.3,0.71,67.9,24.5,21.5,22.8,0.27
46.5,48.2,0.74,69.1,25.4,18.8,20.6,0.28
46.5,46.9,0.77,69.4,26.3,20.0,19.8,0.26
59.2,55.0,0.91,74.2,40.9,25.0,25.8,0.28
56.5,52.2,0.87,76.8,34.4,20.8,24.5,0.22
53.9,54.2,0.86,77.6,25.6,18.2,22.3,0.22
57.3,52.0,0.85,79.1,33.6,22.8,23.0,0.23
54.9,49.8,0.86,80.0,30.0,20.8,19.9,0.22
55.3,52.3,0.88,76.6,31.9,22.6,24.2,0.23
55.6,49.5,0.85,75.1,36.5,19.0,30.4,0.21
54.9,52.1,0.87,75.5,32.6,21.5,31.4,0.24
54.2,50.6,0.83,75.2,32.5,19.7,20.1,0.24
52.5,51.8,0.85,72.9,30.6,20.3,14.4,0.15
53.7,54.2,0.82,72.3,31.8,23.5,24.9,0.3
52.5,50.7,0.81,74.3,30.0,20.2,18.6,0.23
53.4,51.9,0.89,74.2,30.9,22.6,21.4,0.22
53.1,56.1,0.81,70.5,30.7,20.4,32.0,0.25
52.9,51.2,0.86,75.1,29.5,20.7,15.2,0.25
51.9,51.6,0.84,73.5,28.7,21.1,19.3,0.27
52.3,51.5,0.83,74.1,29.1,21.0,20.8,0.21
52.3,51.8,0.84,72.5,30.4,17.8,23.4,0.29
51.2,51.6,0.8,72.8,28.2,17.9,31.5,0.22
51.0,47.9,0.83,74.2,29.7,19.6,19.1,0.21
50.3,49.9,0.81,74.2,26.4,18.1,23.1,0.23
51.2,51.1,0.78,70.2,31.4,17.8,26.8,0.25
52.0,48.9,0.8,78.1,26.8,19.8,26.4,0.23
50.9,47.5,0.81,73.2,30.7,20.8,22.1,0.26
51.0,51.1,0.81,73.7,27.3,17.9,23.5,0.25
48.5,51.1,0.79,68.1,28.0,18.1,20.6,0.19
49.9,49.5,0.79,72.2,28.1,18.4,20.5,0.16
47.9,46.5,0.77,73.1,26.2,20.0,20.3,0.31
47.6,47.5,0.79,70.5,26.8,18.9,20.7,0.28
48.6,50.8,0.78,68.1,28.3,19.6,23.0,0.29
48.2,48.9,0.73,72.3,25.2,17.1,22.1,0.2
48.8,51.4,0.75,68.1,28.3,18.8,22.2,0.22
47.3,49.4,0.75,68.8,26.3,20.0,24.1,0.19
46.3,47.8,0.77,71.4,23.1,18.5,21.1,0.25
47.9,46.1,0.72,72.2,27.2,19.4,18.0,0.24
46.8,50.5,0.74,67.3,25.9,19.5,20.0,0.17
61.5,57.8,0.96,76.1,41.4,17.9,24.8,0.25
56.8,50.0,0.93,74.2,39.1,20.1,22.4,0.27
58.2,53.9,0.93,77.8,35.3,19.2,24.9,0.22
56.3,54.9,0.88,75.7,32.5,23.9,22.9,0.25
57.2,51.3,0.89,77.3,35.6,20.7,15.7,0.19
56.7,51.4,0.9,76.5,35.8,23.8,22.2,0.26
57.8,57.6,0.9,76.2,32.5,17.8,30.9,0.21
56.2,49.6,0.9,78.5,34.3,22.1,21.1,0.18
55.2,51.0,0.85,79.6,29.9,20.8,27.1,0.15
54.4,52.9,0.88,77.9,28.1,22.1,26.6,0.28
54.5,47.9,0.84,77.9,32.9,21.2,19.1,0.23
54.9,60.6,0.87,71.8,29.0,24.4,21.4,0.27
58.1,49.7,0.84,79.2,37.3,24.5,19.6,0.5
55.6,55.5,0.84,73.7,33.2,22.5,23.3,0.21
55.9,53.4,0.83,75.6,33.5,22.0,24.4,0.33
52.7,51.2,0.88,75.8,28.4,21.6,19.7,0.28
55.7,52.7,0.86,78.8,29.9,22.1,21.4,0.27
53.5,53.6,0.85,75.3,28.5,22.6,25.6,0.33
51.2,51.0,0.86,70.0,31.7,22.3,24.7,0.27
56.1,52.6,0.79,80.0,29.5,17.8,27.5,0.28
53.6,52.3,0.82,76.1,29.3,20.3,23.9,0.28
52.4,48.9,0.86,72.4,33.2,19.5,19.4,0.26
50.3,48.5,0.81,73.7,28.0,20.0,22.5,0.16
51.5,54.3,0.82,72.3,26.9,23.9,16.6,0.25
52.2,54.5,0.81,74.7,25.6,20.6,27.9,0.24
51.3,46.7,0.85,75.3,30.4,20.7,23.2,0.23
52.2,53.1,0.82,74.0,27.2,19.9,17.4,0.26
49.1,49.8,0.8,70.3,27.8,20.3,19.2,0.24
51.7,53.3,0.82,74.9,25.0,20.1,22.9,0.25
51.4,48.4,0.83,72.0,32.2,17.5,20.7,0.26
50.8,47.4,0.86,71.5,32.0,19.0,25.5,0.23
51.6,50.1,0.8,73.8,29.2,20.7,24.7,0.22
51.2,50.3,0.78,74.8,27.3,20.4,24.2,0.24
50.6,51.3,0.81,69.6,30.4,18.1,23.9,0.24
48.9,48.9,0.75,68.3,30.4,20.7,26.8,0.28
47.2,49.9,0.77,68.8,26.0,17.5,22.2,0.24
46.3,50.9,0.75,67.9,23.9,18.3,18.9,0.21
43.2,46.7,0.77,68.2,21.2,16.9,15.8,0.3
49.0,43.3,0.76,72.1,31.2,19.4,18.2,0.29
44.6,49.2,0.74,68.0,22.1,17.2,17.5,0.26
43.5,41.7,0.7,71.9,23.3,20.6,23.7,0.1
59.4,55.9,0.87,78.4,35.3,20.1,23.0,0.22
55.7,52.0,0.89,77.7,31.5,19.6,30.7,0.32
55.9,53.4,0.89,78.8,29.5,21.5,25.4,0.18
55.5,49.8,0.86,76.8,34.4,18.1,23.9,0.27
56.3,54.3,0.82,76.3,32.5,22.3,16.7,0.22
54.7,53.4,0.85,75.5,30.9,22.8,14.5,0.18
55.1,55.3,0.85,75.0,30.7,23.1,23.3,0.21
54.1,52.9,0.91,74.2,31.7,23.0,20.0,0.2
58.6,52.4,0.86,76.8,38.6,20.8,20.8,0.24
53.2,53.6,0.83,73.1,30.3,20.5,27.8,0.27
52.8,54.0,0.86,72.9,29.2,18.5,20.4,0.26
53.6,53.3,0.84,72.7,32.0,18.7,21.4,0.25
53.4,50.1,0.84,74.4,32.5,20.4,22.3,0.21
55.4,53.8,0.86,75.8,31.7,22.5,24.2,0.22
53.2,50.6,0.81,75.4,30.5,21.4,21.7,0.26
53.8,50.2,0.84,77.0,30.2,21.3,20.1,0.2
52.6,52.7,0.86,74.7,27.9,17.1,24.8,0.26
54.4,50.6,0.86,77.7,30.6,18.1,23.7,0.25
53.8,53.4,0.86,74.0,30.7,19.1,21.6,0.21
52.3,49.9,0.83,73.4,31.2,18.3,15.7,0.32
52.0,51.4,0.86,70.9,31.8,21.0,20.9,0.29
50.0,51.4,0.89,72.9,25.7,19.8,26.9,0.21
49.2,51.7,0.84,70.9,26.0,20.7,16.2,0.2
50.7,47.3,0.79,72.4,31.3,21.7,22.8,0.23
48.8,49.1,0.8,72.3,26.2,19.8,26.5,0.15
51.4,49.6,0.8,74.8,28.1,21.8,21.3,0.23
46.9,47.4,0.76,70.1,26.0,20.3,27.5,0.2
50.4,51.4,0.8,68.9,30.7,20.0,19.8,0.23
50.4,48.7,0.76,77.5,24.7,19.9,17.5,0.28
46.8,47.9,0.81,73.2,22.4,20.9,16.5,0.18
46.2,46.5,0.83,71.5,24.3,20.1,11.0,0.16
50.6,50.9,0.8,71.9,28.4,19.7,22.3,0.23
48.8,49.7,0.8,64.9,32.9,19.1,21.5,0.19
48.1,49.3,0.75,69.5,27.4,19.5,24.3,0.17
46.2,48.6,0.75,67.9,25.7,18.2,25.0,0.21
46.2,45.5,0.73,70.4,26.0,18.3,18.4,0.19
44.6,48.0,0.76,69.3,22.0,16.2,20.2,0.24
46.1,47.3,0.73,68.8,25.8,21.3,20.5,0.29
45.1,47.7,0.7,72.2,20.5,19.5,17.0,0.26
60.9,57.0,0.9,80.1,35.5,23.7,33.0,0.31
58.3,49.9,0.92,78.4,38.0,21.8,26.3,0.24
56.3,53.0,0.89,80.5,28.9,21.1,25.6,0.28
55.5,55.9,0.86,79.0,25.7,21.0,23.9,0.22
56.7,58.4,0.9,75.1,30.5,23.4,28.1,0.2
54.0,55.1,0.85,72.8,31.1,22.6,22.8,0.26
56.0,54.2,0.89,74.9,33.7,25.7,21.3,0.31
57.7,55.9,0.83,79.2,30.5,24.1,16.3,0.27
55.7,54.4,0.84,73.9,34.1,21.6,17.9,0.36
